PM 2.5,temp,pressure,humidity,wind_speed
0.02237497279930366,1.0,0.5833333333333428,1.0,0.35783633841886264
0.023744607861961264,1.0,0.5833333333333428,1.0,0.35783633841886264
0.02284858492377405,1.0,0.5833333333333428,1.0,0.35783633841886264
0.021926961330210056,1.0,0.5833333333333428,1.0,0.35783633841886264
0.032295226757805,1.0,0.5833333333333428,1.0,0.35783633841886264
0.03440728082638916,1.0,0.5833333333333428,1.0,0.35783633841886264
0.034752889673975655,1.0,0.5833333333333428,1.0,0.35783633841886264
0.025895062913610586,1.0,0.5833333333333428,1.0,0.35783633841886264
0.030247174327662787,1.0,0.5833333333333428,1.0,0.35783633841886264
0.026496678314964862,1.0,0.5833333333333428,1.0,0.35783633841886264
0.023872611138845156,1.0,0.5833333333333428,1.0,0.35783633841886264
0.023398999014374765,1.0,0.5833333333333428,1.0,0.35783633841886264
0.023911012121910317,0.9937434827945777,0.5833333333333428,1.0,0.4285714285714286
0.023270995737490877,0.9937434827945777,0.5833333333333428,1.0,0.4285714285714286
0.02412861769261293,0.9937434827945777,0.5833333333333428,1.0,0.4285714285714286
0.024512627523264597,0.9937434827945777,0.5833333333333428,1.0,0.4285714285714286
0.025152643907684038,0.9937434827945777,0.5833333333333428,1.0,0.4285714285714286
0.026023066190494475,0.9937434827945777,0.5833333333333428,1.0,0.4285714285714286
0.028096719276013468,0.9937434827945777,0.5833333333333428,1.0,0.4285714285714286
0.028711135005056128,0.9937434827945777,0.5833333333333428,1.0,0.4285714285714286
0.029248748767968458,0.9937434827945777,0.5833333333333428,1.0,0.4285714285714286
0.02707269306094236,0.9937434827945777,0.5833333333333428,1.0,0.4285714285714286
0.024064616054170984,0.9937434827945777,0.5833333333333428,1.0,0.4285714285714286
0.0261126684843132,0.9937434827945777,0.5833333333333428,1.0,0.4285714285714286
0.02583106127516864,0.9937434827945777,0.5833333333333428,1.0,0.4285714285714286
0.02512704325230726,0.9937434827945777,0.5833333333333428,1.0,0.4285714285714286
0.023847010483468378,0.9937434827945777,0.5833333333333428,1.0,0.4285714285714286
0.025984665207429307,0.9937434827945777,0.5833333333333428,1.0,0.4285714285714286
0.025575054721400866,0.9937434827945777,0.5833333333333428,1.0,0.4285714285714286
0.02380860950040321,0.9937434827945777,0.5833333333333428,1.0,0.4285714285714286
0.024423025229445873,0.9937434827945777,0.5833333333333428,1.0,0.4285714285714286
0.025024640630800146,0.9937434827945777,0.5833333333333428,1.0,0.4285714285714286
0.026279072744262253,0.9937434827945777,0.5833333333333428,1.0,0.4285714285714286
0.024103017037236153,0.9937434827945777,0.5833333333333428,1.0,0.4285714285714286
0.0241670186756781,0.9937434827945777,0.5833333333333428,1.0,0.4285714285714286
0.026688683230290694,0.9937434827945777,0.5833333333333428,1.0,0.4285714285714286
0.02499903997542337,0.9833159541188737,0.5833333333333428,1.0,0.35783633841886264
0.02457662916170654,0.9833159541188737,0.5833333333333428,1.0,0.35783633841886264
0.026663082574913916,0.9833159541188737,0.5833333333333428,1.0,0.35783633841886264
0.027431102236217243,0.9833159541188737,0.5833333333333428,1.0,0.35783633841886264
0.029581557287866565,0.9833159541188737,0.5833333333333428,1.0,0.35783633841886264
0.02675268486873264,0.9833159541188737,0.5833333333333428,1.0,0.35783633841886264
0.024384624246380705,0.9833159541188737,0.5833333333333428,1.0,0.35783633841886264
0.02448702686788782,0.9833159541188737,0.5833333333333428,1.0,0.35783633841886264
0.02707269306094236,0.9833159541188737,0.5833333333333428,1.0,0.35783633841886264
0.0241670186756781,0.9833159541188737,0.5833333333333428,1.0,0.35783633841886264
0.0257670596367267,0.9833159541188737,0.5833333333333428,1.0,0.35783633841886264
0.0277127094453618,0.9833159541188737,0.5833333333333428,1.0,0.35783633841886264
0.028839138281940017,0.9833159541188737,0.5833333333333428,1.0,0.35783633841886264
0.03137360316424101,0.9833159541188737,0.5833333333333428,1.0,0.35783633841886264
0.029312750406410404,0.9833159541188737,0.5833333333333428,1.0,0.35783633841886264
0.0328712415037825,0.9833159541188737,0.5833333333333428,1.0,0.35783633841886264
0.02781511206686891,0.9833159541188737,0.5833333333333428,1.0,0.35783633841886264
0.12473919332334908,0.9833159541188737,0.5833333333333428,1.0,0.35783633841886264
0.07073461080603663,0.9833159541188737,0.5833333333333428,1.0,0.35783633841886264
0.08352213816673706,0.9833159541188737,0.5833333333333428,1.0,0.35783633841886264
0.05422218808801505,0.9833159541188737,0.5833333333333428,1.0,0.35783633841886264
0.0656144797306811,0.9833159541188737,0.5833333333333428,1.0,0.35783633841886264
0.03443288148176594,0.9676746611053181,0.5833333333333428,1.0,0.35783633841886264
0.04231788333781345,0.9676746611053181,0.5833333333333428,1.0,0.35783633841886264
0.03786336930225414,0.9676746611053181,0.5833333333333428,1.0,0.35783633841886264
0.035815316872111924,0.9676746611053181,0.5833333333333428,1.0,0.35783633841886264
0.03009357039540212,0.9676746611053181,0.5833333333333428,1.0,0.35783633841886264
0.02909514483570779,0.9676746611053181,0.5833333333333428,1.0,0.35783633841886264
0.028839138281940017,0.9676746611053181,0.5833333333333428,1.0,0.35783633841886264
0.027943115343752798,0.9676746611053181,0.5833333333333428,1.0,0.35783633841886264
0.026599080936471974,0.9676746611053181,0.5833333333333428,1.0,0.35783633841886264
0.029312750406410404,0.9676746611053181,0.5833333333333428,1.0,0.35783633841886264
0.029824763513945956,0.9676746611053181,0.5833333333333428,1.0,0.35783633841886264
0.02941515302791751,0.9676746611053181,0.5833333333333428,1.0,0.35783633841886264
0.03220562446398628,0.9676746611053181,0.5833333333333428,1.0,0.35783633841886264
0.034663287380156935,0.9676746611053181,0.5833333333333428,1.0,0.35783633841886264
0.034215275911063325,0.9676746611053181,0.5833333333333428,1.0,0.35783633841886264
0.03555931031834415,0.9676746611053181,0.5833333333333428,1.0,0.35783633841886264
0.038349781754412914,0.9676746611053181,0.5833333333333428,1.0,0.35783633841886264
0.03383126608041166,0.9676746611053181,0.5833333333333428,1.0,0.35783633841886264
0.031015193988966117,0.9676746611053181,0.5833333333333428,1.0,0.35783633841886264
0.031527207096501676,0.9676746611053181,0.5833333333333428,1.0,0.35783633841886264
0.03165521037338556,0.9676746611053181,0.5833333333333428,1.0,0.35783633841886264
0.03453528410327304,0.9676746611053181,0.5833333333333428,1.0,0.35783633841886264
0.035648912612162874,0.959332638164755,0.5833333333333428,0.8727272727272728,0.35783633841886264
0.03536730540301832,0.959332638164755,0.5833333333333428,0.8727272727272728,0.35783633841886264
0.03651933489497331,0.959332638164755,0.5833333333333428,0.8727272727272728,0.35783633841886264
0.03443288148176594,0.959332638164755,0.5833333333333428,0.8727272727272728,0.35783633841886264
0.034381680171012376,0.959332638164755,0.5833333333333428,0.8727272727272728,0.35783633841886264
0.03238482905162372,0.959332638164755,0.5833333333333428,0.8727272727272728,0.35783633841886264
0.03225682577473984,0.959332638164755,0.5833333333333428,0.8727272727272728,0.35783633841886264
